id,sex,num_timesinarena,coveredy_n,sequence_id,sequence_num,state
15.2,F,3,N,2,7,R
15.2,F,3,N,2,8,P
15.2,F,3,N,2,9,S
15.2,F,3,N,2,10,S
15.2,F,3,N,2,11,S
15.2,F,3,N,2,12,R
15.2,F,3,N,2,13,S
15.2,F,3,N,2,14,R
15.2,F,3,N,2,15,P
15.2,F,3,N,2,16,S
15.2,F,3,N,2,17,J
15.2,F,3,N,2,18,J
15.2,F,3,N,2,19,J
15.2,F,3,N,2,20,J
15.2,F,3,N,2,21,S
15.2,F,3,N,2,22,R
15.2,F,3,N,2,23,P
15.2,F,3,N,2,24,S
15.2,F,3,N,2,25,R
15.2,F,3,N,2,26,S
15.2,F,3,N,2,27,J
15.2,F,3,N,2,28,J
15.2,F,3,N,2,29,S
15.2,F,3,N,2,30,CM
15.2,F,3,N,2,31,R
15.2,F,3,N,2,32,S
15.2,F,3,N,2,33,P
15.2,F,3,N,2,34,S
15.2,F,3,N,2,35,S
15.2,F,3,N,2,36,S
15.2,F,3,N,2,37,R
15.2,F,3,N,2,38,S
15.2,F,3,N,2,39,S
15.2,F,3,N,2,40,S
26.8,F,3,N,1,1,J
26.8,F,3,N,1,2,J
26.8,F,3,N,1,3,J
26.8,F,3,N,1,4,J
26.8,F,3,N,1,5,R
26.8,F,3,N,1,6,J
26.8,F,3,N,1,7,J
26.8,F,3,N,1,8,J
26.8,F,3,N,1,9,J
26.8,F,3,N,1,10,J
26.8,F,3,N,1,11,J
26.8,F,3,N,1,12,J
26.8,F,3,N,1,13,J
26.8,F,3,N,1,14,J
26.8,F,3,N,1,15,J
26.8,F,3,N,1,16,S
26.8,F,3,N,1,17,S
26.8,F,3,N,1,18,J
26.8,F,3,N,1,19,P
26.8,F,3,N,1,20,S
26.8,F,3,N,1,21,J
26.8,F,3,N,1,22,R
26.8,F,3,N,1,23,J
26.8,F,3,N,1,24,P
26.8,F,3,N,1,25,J
26.8,F,3,N,1,26,J
26.8,F,3,N,1,27,J
26.8,F,3,N,1,28,J
26.8,F,3,N,1,29,P
26.8,F,3,N,1,30,J
26.8,F,3,N,1,31,J
26.8,F,3,N,1,32,J
26.8,F,3,N,1,33,J
26.8,F,3,N,1,34,J
26.8,F,3,N,1,35,S
26.8,F,3,N,1,36,J
26.8,F,3,N,1,37,J
26.8,F,3,N,1,38,S
26.8,F,3,N,1,39,R
26.8,F,3,N,1,40,P
26.8,F,3,N,1,41,J
47.5,F,4,N,2,1,J
47.5,F,4,N,2,2,J
47.5,F,4,N,2,3,S
47.5,F,4,N,2,4,R
47.5,F,4,N,2,5,P
47.5,F,4,N,2,6,S
47.5,F,4,N,2,7,J
47.5,F,4,N,2,8,S
47.5,F,4,N,2,9,R
47.5,F,4,N,2,10,S
47.5,F,4,N,2,11,P
47.5,F,4,N,2,12,S
47.5,F,4,N,2,13,S
47.5,F,4,N,2,14,S
47.5,F,4,N,2,15,P
47.5,F,4,N,2,16,S
47.5,F,4,N,2,17,CM
47.5,F,4,N,2,18,CM
47.5,F,4,N,2,19,S
47.5,F,4,N,2,20,R
47.5,F,4,N,2,21,P
47.5,F,4,N,2,22,S
47.5,F,4,N,2,23,S
47.5,F,4,N,2,24,S
47.5,F,4,N,2,25,S
47.5,F,4,N,2,26,S
47.5,F,4,N,2,27,R
47.5,F,4,N,2,28,S
47.5,F,4,N,2,29,S
47.5,F,4,N,2,30,S
47.5,F,4,N,2,31,CM
47.5,F,4,N,2,32,R
47.5,F,4,N,2,33,S
47.5,F,4,N,2,34,R
47.5,F,4,N,2,35,S
47.5,F,4,N,2,36,S
47.5,F,4,N,2,37,J
47.5,F,4,N,2,38,S
47.5,F,4,N,2,39,S
47.5,F,4,N,2,40,J
36.6,F,3,Y,1,1,J
36.6,F,3,Y,1,2,J
36.6,F,3,Y,1,3,R
36.6,F,3,Y,1,4,S
36.6,F,3,Y,1,5,R
36.6,F,3,Y,1,6,J
36.6,F,3,Y,1,7,J
36.6,F,3,Y,1,8,J
36.6,F,3,Y,1,9,R
36.6,F,3,Y,1,10,J
36.6,F,3,Y,1,11,J
36.6,F,3,Y,1,12,P
36.6,F,3,Y,1,13,S
36.6,F,3,Y,1,14,J
36.6,F,3,Y,1,15,J
36.6,F,3,Y,1,16,S
36.6,F,3,Y,1,17,R
36.6,F,3,Y,1,18,P
36.6,F,3,Y,1,19,J
36.6,F,3,Y,1,20,J
36.6,F,3,Y,1,21,S
36.6,F,3,Y,1,22,J
36.6,F,3,Y,1,23,J
36.6,F,3,Y,1,24,J
36.6,F,3,Y,1,25,J
36.6,F,3,Y,1,26,J
36.6,F,3,Y,1,27,J
36.6,F,3,Y,1,28,P
36.6,F,3,Y,1,29,J
36.6,F,3,Y,1,30,J
36.6,F,3,Y,1,31,S
36.6,F,3,Y,1,32,R
36.6,F,3,Y,1,33,J
36.6,F,3,Y,1,34,J
36.6,F,3,Y,1,35,J
36.6,F,3,Y,1,36,P
36.6,F,3,Y,1,37,J
36.6,F,3,Y,1,38,J
36.6,F,3,Y,1,39,S
38.1,F,3,N,1,1,J
38.1,F,3,N,1,2,J
38.1,F,3,N,1,3,J
38.1,F,3,N,1,4,J
38.1,F,3,N,1,5,J
38.1,F,3,N,1,6,S
38.1,F,3,N,1,7,R
38.1,F,3,N,1,8,J
38.1,F,3,N,1,9,J
38.1,F,3,N,1,10,J
38.1,F,3,N,1,11,P
38.1,F,3,N,1,12,S
38.1,F,3,N,1,13,R
38.1,F,3,N,1,14,S
38.1,F,3,N,1,15,R
38.1,F,3,N,1,16,P
38.1,F,3,N,1,17,S
38.1,F,3,N,1,18,R
38.1,F,3,N,1,19,P
38.1,F,3,N,1,20,S
38.1,F,3,N,1,21,S
38.1,F,3,N,1,22,R
38.1,F,3,N,1,23,P
38.1,F,3,N,1,24,S
38.1,F,3,N,1,25,S
38.1,F,3,N,1,26,R
38.1,F,3,N,1,27,P
38.1,F,3,N,1,28,S
38.1,F,3,N,1,29,R
38.1,F,3,N,1,30,P
38.1,F,3,N,1,31,S
38.1,F,3,N,1,32,CM
38.1,F,3,N,1,33,S
38.1,F,3,N,1,34,S
38.1,F,3,N,1,35,S
38.1,F,3,N,1,36,R
38.1,F,3,N,1,37,S
38.1,F,3,N,1,38,J
38.1,F,3,N,1,39,S
18.1,F,3,N,2,1,J
18.1,F,3,N,2,2,P
18.1,F,3,N,2,3,S
18.1,F,3,N,2,4,R
18.1,F,3,N,2,5,S
18.1,F,3,N,2,6,R
18.1,F,3,N,2,7,P
18.1,F,3,N,2,8,S
18.1,F,3,N,2,9,J
18.1,F,3,N,2,10,P
18.1,F,3,N,2,11,S
18.1,F,3,N,2,12,R
18.1,F,3,N,2,13,S
18.1,F,3,N,2,14,S
18.1,F,3,N,2,15,R
18.1,F,3,N,2,16,S
18.1,F,3,N,2,17,S
18.1,F,3,N,2,18,S
18.1,F,3,N,2,19,S
18.1,F,3,N,2,20,S
18.1,F,3,N,2,21,S
18.1,F,3,N,2,22,S
18.1,F,3,N,2,23,S
18.1,F,3,N,2,24,S
18.1,F,3,N,2,25,J
18.1,F,3,N,2,26,S
18.1,F,3,N,2,27,S
18.1,F,3,N,2,28,S
18.1,F,3,N,2,29,R
18.1,F,3,N,2,30,P
18.1,F,3,N,2,31,S
18.1,F,3,N,2,32,R
18.1,F,3,N,2,33,P
18.1,F,3,N,2,34,S
18.1,F,3,N,2,35,J
18.1,F,3,N,2,36,J
18.1,F,3,N,2,37,J
18.1,F,3,N,2,38,S
1.5,M,1,N,1,1,J
1.5,M,1,N,1,2,J
1.5,M,1,N,1,3,R
1.5,M,1,N,1,4,S
1.5,M,1,N,1,5,R
1.5,M,1,N,1,6,S
1.5,M,1,N,1,7,R
1.5,M,1,N,1,8,S
1.5,M,1,N,1,9,J
1.5,M,1,N,1,10,S
1.5,M,1,N,1,11,S
1.5,M,1,N,1,12,S
1.5,M,1,N,1,13,S
1.5,M,1,N,1,14,S
1.5,M,1,N,1,15,S
1.5,M,1,N,1,16,S
1.5,M,1,N,1,17,S
1.5,M,1,N,1,18,CM
1.5,M,1,N,1,19,S
1.5,M,1,N,1,20,R
1.5,M,1,N,1,21,S
1.5,M,1,N,1,22,R
1.5,M,1,N,1,23,S
1.5,M,1,N,1,24,R
1.5,M,1,N,1,25,S
1.5,M,1,N,1,26,R
1.5,M,1,N,1,27,S
1.5,M,1,N,1,28,S
1.5,M,1,N,1,29,S
1.5,M,1,N,1,30,S
1.5,M,1,N,1,31,J
1.5,M,1,N,1,32,R
1.5,M,1,N,1,33,S
1.5,M,1,N,1,34,S
1.5,M,1,N,1,35,S
1.5,M,1,N,1,36,R
1.5,M,1,N,1,37,S
1.5,M,1,N,1,38,R
6.4,F,1,N,1,1,J
6.4,F,1,N,1,2,J
6.4,F,1,N,1,3,J
6.4,F,1,N,1,4,R
6.4,F,1,N,1,5,P
6.4,F,1,N,1,6,T
6.4,F,1,N,1,7,J
6.4,F,1,N,1,8,J
6.4,F,1,N,1,9,J
6.4,F,1,N,1,10,J
6.4,F,1,N,1,11,J
6.4,F,1,N,1,12,J
6.4,F,1,N,1,13,J
6.4,F,1,N,1,14,J
6.4,F,1,N,1,15,J
6.4,F,1,N,1,16,J
16.2,F,1,Y,1,1,J
16.2,F,1,Y,1,2,J
16.2,F,1,Y,1,3,J
16.2,F,1,Y,1,4,R
16.2,F,1,Y,1,5,P
16.2,F,1,Y,1,6,NR
16.2,F,1,Y,1,7,J
16.2,F,1,Y,1,8,J
16.2,F,1,Y,1,9,J
16.2,F,1,Y,1,10,J
16.2,F,1,Y,1,11,J
16.2,F,1,Y,1,12,J
16.2,F,1,Y,1,13,J
16.2,F,1,Y,1,14,J
16.2,F,1,Y,1,15,J
16.2,F,1,Y,1,16,J
16.2,F,1,Y,1,17,J
16.2,F,1,Y,1,18,J
16.2,F,1,Y,1,19,J
16.2,F,1,Y,1,20,R
16.2,F,1,Y,1,21,P
16.2,F,1,Y,1,22,J
16.2,F,1,Y,1,23,J
28.9,F,3,Y,2,1,J
28.9,F,3,Y,2,2,J
28.9,F,3,Y,2,3,J
28.9,F,3,Y,2,4,J
28.9,F,3,Y,2,5,J
28.9,F,3,Y,2,6,J
28.9,F,3,Y,2,7,J
28.9,F,3,Y,2,8,J
28.9,F,3,Y,2,9,J
28.9,F,3,Y,2,10,R
28.9,F,3,Y,2,11,J
28.9,F,3,Y,2,12,J
28.9,F,3,Y,2,13,J
28.9,F,3,Y,2,14,J
28.9,F,3,Y,2,15,J
28.9,F,3,Y,2,16,J
28.9,F,3,Y,2,17,J
28.9,F,3,Y,2,18,S
28.9,F,3,Y,2,19,S
28.9,F,3,Y,2,20,S
28.9,F,3,Y,2,21,J
28.9,F,3,Y,2,22,S
28.9,F,3,Y,2,23,S
28.9,F,3,Y,2,24,J
28.9,F,3,Y,2,25,S
28.9,F,3,Y,2,26,S
28.9,F,3,Y,2,27,J
28.9,F,3,Y,2,28,J
28.9,F,3,Y,2,29,J
28.9,F,3,Y,2,30,J
28.9,F,3,Y,2,31,S
28.9,F,3,Y,2,32,S
28.9,F,3,Y,2,33,J
42.6,F,3,N,2,1,J
42.6,F,3,N,2,2,P
42.6,F,3,N,2,3,J
42.6,F,3,N,2,4,J
42.6,F,3,N,2,5,J
42.6,F,3,N,2,6,R
42.6,F,3,N,2,7,J
42.6,F,3,N,2,8,P
42.6,F,3,N,2,9,J
42.6,F,3,N,2,10,S
42.6,F,3,N,2,11,R
42.6,F,3,N,2,12,S
42.6,F,3,N,2,13,P
42.6,F,3,N,2,14,S
42.6,F,3,N,2,15,S
42.6,F,3,N,2,16,S
42.6,F,3,N,2,17,S
42.6,F,3,N,2,18,S
42.6,F,3,N,2,19,S
42.6,F,3,N,2,20,S
42.6,F,3,N,2,21,S
42.6,F,3,N,2,22,R
42.6,F,3,N,2,23,S
42.6,F,3,N,2,24,S
42.6,F,3,N,2,25,S
42.6,F,3,N,2,26,S
42.6,F,3,N,2,27,S
42.6,F,3,N,2,28,R
42.6,F,3,N,2,29,J
42.6,F,3,N,2,30,S
42.6,F,3,N,2,31,S
42.6,F,3,N,2,32,R
42.6,F,3,N,2,33,S
42.6,F,3,N,2,34,J
42.6,F,3,N,2,35,J
42.6,F,3,N,2,36,J
42.6,F,3,N,2,37,S
42.6,F,3,N,2,38,R
42.6,F,3,N,2,39,S
42.6,F,3,N,2,40,R
42.6,F,3,N,2,41,P
42.6,F,3,N,2,42,S
42.6,F,3,N,2,43,S
42.6,F,3,N,2,44,S
42.6,F,3,N,2,45,S
42.6,F,3,N,2,46,S
27.6,F,1,Y,1,1,J
27.6,F,1,Y,1,2,J
27.6,F,1,Y,1,3,J
27.6,F,1,Y,1,4,J
27.6,F,1,Y,1,5,J
27.6,F,1,Y,1,6,J
27.6,F,1,Y,1,7,J
27.6,F,1,Y,1,8,J
27.6,F,1,Y,1,9,J
27.6,F,1,Y,1,10,J
27.6,F,1,Y,1,11,J
27.6,F,1,Y,1,12,J
27.6,F,1,Y,1,13,J
27.6,F,1,Y,1,14,J
27.6,F,1,Y,1,15,J
27.6,F,1,Y,1,16,J
27.6,F,1,Y,1,17,J
27.6,F,1,Y,1,18,J
27.6,F,1,Y,1,19,J
27.6,F,1,Y,1,20,J
27.6,F,1,Y,1,21,J
27.6,F,1,Y,1,22,J
27.6,F,1,Y,1,23,J
27.6,F,1,Y,1,24,J
27.6,F,1,Y,1,25,J
27.6,F,1,Y,1,26,J
27.6,F,1,Y,1,27,J
27.6,F,1,Y,1,28,J
27.6,F,1,Y,1,29,J
27.6,F,1,Y,1,30,J
27.6,F,1,Y,1,31,J
27.6,F,1,Y,1,32,J
27.6,F,1,Y,1,33,J
27.6,F,1,Y,1,34,J
27.6,F,1,Y,1,35,J
27.6,F,1,Y,1,36,J
10.7,F,1,Y,1,1,J
10.7,F,1,Y,1,2,J
10.7,F,1,Y,1,3,J
10.7,F,1,Y,1,4,J
10.7,F,1,Y,1,5,J
10.7,F,1,Y,1,6,J
10.7,F,1,Y,1,7,J
10.7,F,1,Y,1,8,J
10.7,F,1,Y,1,9,J
10.7,F,1,Y,1,10,J
10.7,F,1,Y,1,11,J
10.7,F,1,Y,1,12,J
10.7,F,1,Y,1,13,J
10.7,F,1,Y,1,14,J
10.7,F,1,Y,1,15,S
10.7,F,1,Y,1,16,S
10.7,F,1,Y,1,17,CM
10.7,F,1,Y,1,18,S
10.7,F,1,Y,1,19,S
10.7,F,1,Y,1,20,J
10.7,F,1,Y,1,21,S
10.7,F,1,Y,1,22,J
10.7,F,1,Y,1,23,S
10.7,F,1,Y,1,24,S
10.7,F,1,Y,1,25,S
10.7,F,1,Y,1,26,J
10.7,F,1,Y,1,27,J
10.7,F,1,Y,1,28,J
10.7,F,1,Y,1,29,J
10.7,F,1,Y,1,30,J
10.7,F,1,Y,1,31,J
10.7,F,1,Y,1,32,S
10.7,F,1,Y,1,33,S
4.1,F,1,Y,1,1,J
4.1,F,1,Y,1,2,J
4.1,F,1,Y,1,3,J
4.1,F,1,Y,1,4,J
4.1,F,1,Y,1,5,J
4.1,F,1,Y,1,6,NR
4.1,F,1,Y,1,7,S
4.1,F,1,Y,1,8,S
4.1,F,1,Y,1,9,S
4.1,F,1,Y,1,10,CM
4.1,F,1,Y,1,11,J
4.1,F,1,Y,1,12,S
4.1,F,1,Y,1,13,S
4.1,F,1,Y,1,14,S
4.1,F,1,Y,1,15,S
4.1,F,1,Y,1,16,S
4.1,F,1,Y,1,17,J
4.1,F,1,Y,1,18,J
4.1,F,1,Y,1,19,J
4.1,F,1,Y,1,20,J
4.1,F,1,Y,1,21,J
4.1,F,1,Y,1,22,J
4.1,F,1,Y,1,23,J
4.1,F,1,Y,1,24,J
4.1,F,1,Y,1,25,J
4.1,F,1,Y,1,26,J
4.1,F,1,Y,1,27,J
4.1,F,1,Y,1,28,P
4.1,F,1,Y,1,29,TO
4.1,F,1,Y,1,30,P
4.1,F,1,Y,1,31,J
4.1,F,1,Y,1,32,J
4.1,F,1,Y,1,33,J
4.1,F,1,Y,1,34,J
4.1,F,1,Y,1,35,J
4.1,F,1,Y,1,36,J
4.1,F,1,Y,1,37,P
4.1,F,1,Y,1,38,TO
4.1,F,1,Y,1,39,P
4.1,F,1,Y,1,40,S
4.1,F,1,Y,1,41,S
4.1,F,1,Y,1,42,S
32.1,F,1,Y,1,1,J
32.1,F,1,Y,1,2,J
32.1,F,1,Y,1,3,J
32.1,F,1,Y,1,4,J
32.1,F,1,Y,1,5,J
32.1,F,1,Y,1,6,J
32.1,F,1,Y,1,7,J
32.1,F,1,Y,1,8,J
32.1,F,1,Y,1,9,J
32.1,F,1,Y,1,10,J
32.1,F,1,Y,1,11,J
32.1,F,1,Y,1,12,J
32.1,F,1,Y,1,13,S
32.1,F,1,Y,1,14,S
32.1,F,1,Y,1,15,S
32.1,F,1,Y,1,16,S
32.1,F,1,Y,1,17,S
32.1,F,1,Y,1,18,J
32.1,F,1,Y,1,19,P
32.1,F,1,Y,1,20,TO
32.1,F,1,Y,1,21,P
32.1,F,1,Y,1,22,S
32.1,F,1,Y,1,23,S
32.1,F,1,Y,1,24,J
32.1,F,1,Y,1,25,J
32.1,F,1,Y,1,26,S
32.1,F,1,Y,1,27,S
32.1,F,1,Y,1,28,S
32.1,F,1,Y,1,29,J
32.1,F,1,Y,1,30,S
32.1,F,1,Y,1,31,S
32.1,F,1,Y,1,32,J
32.1,F,1,Y,1,33,S
32.1,F,1,Y,1,34,S
32.1,F,1,Y,1,35,S
32.1,F,1,Y,1,36,S
32.1,F,1,Y,1,37,S
32.1,F,1,Y,1,38,S
32.1,F,1,Y,1,39,S
32.1,F,1,Y,1,40,S
25.4,F,1,Y,1,1,J
25.4,F,1,Y,1,2,J
25.4,F,1,Y,1,3,J
25.4,F,1,Y,1,4,J
25.4,F,1,Y,1,5,J
25.4,F,1,Y,1,6,J
25.4,F,1,Y,1,7,J
25.4,F,1,Y,1,8,J
25.4,F,1,Y,1,9,J
25.4,F,1,Y,1,10,J
25.4,F,1,Y,1,11,J
25.4,F,1,Y,1,12,NR
25.4,F,1,Y,1,13,J
25.4,F,1,Y,1,14,J
25.4,F,1,Y,1,15,J
25.4,F,1,Y,1,16,J
25.4,F,1,Y,1,17,J
25.4,F,1,Y,1,18,J
25.4,F,1,Y,1,19,J
25.4,F,1,Y,1,20,J
25.4,F,1,Y,1,21,J
25.4,F,1,Y,1,22,J
25.4,F,1,Y,1,23,J
39.9,F,1,N,1,1,J
39.9,F,1,N,1,2,J
39.9,F,1,N,1,3,J
39.9,F,1,N,1,4,J
39.9,F,1,N,1,5,J
39.9,F,1,N,1,6,J
39.9,F,1,N,1,7,J
39.9,F,1,N,1,8,P
39.9,F,1,N,1,9,R
39.9,F,1,N,1,10,J
39.9,F,1,N,1,11,J
39.9,F,1,N,1,12,J
39.9,F,1,N,1,13,P
39.9,F,1,N,1,14,J
39.9,F,1,N,1,15,J
39.9,F,1,N,1,16,J
39.9,F,1,N,1,17,J
39.9,F,1,N,1,18,J
39.9,F,1,N,1,19,J
39.9,F,1,N,1,20,J
39.9,F,1,N,1,21,S
39.9,F,1,N,1,22,R
39.9,F,1,N,1,23,J
39.9,F,1,N,1,24,J
39.9,F,1,N,1,25,J
39.9,F,1,N,1,26,J
39.9,F,1,N,1,27,J
39.9,F,1,N,1,28,P
39.9,F,1,N,1,29,S
39.9,F,1,N,1,30,S
49.3,F,1,N,1,1,J
49.3,F,1,N,1,2,J
49.3,F,1,N,1,3,J
49.3,F,1,N,1,4,J
49.3,F,1,N,1,5,J
49.3,F,1,N,1,6,J
49.3,F,1,N,1,7,J
49.3,F,1,N,1,8,J
49.3,F,1,N,1,9,P
49.3,F,1,N,1,10,J
49.3,F,1,N,1,11,J
49.3,F,1,N,1,12,J
49.3,F,1,N,1,13,J
49.3,F,1,N,1,14,J
49.3,F,1,N,1,15,J
49.3,F,1,N,1,16,J
49.3,F,1,N,1,17,J
49.3,F,1,N,1,18,J
49.3,F,1,N,1,19,J
49.3,F,1,N,1,20,J
49.3,F,1,N,1,21,J
49.3,F,1,N,1,22,J
49.3,F,1,N,1,23,J
49.3,F,1,N,1,24,J
49.3,F,1,N,1,25,J
49.3,F,1,N,1,26,J
49.3,F,1,N,1,27,J
49.3,F,1,N,1,28,J
49.3,F,1,N,1,29,J
49.3,F,1,N,1,30,J
49.3,F,1,N,1,31,J
49.3,F,1,N,1,32,J
4.1,F,2,N,2,1,J
4.1,F,2,N,2,2,J
4.1,F,2,N,2,3,J
4.1,F,2,N,2,4,J
4.1,F,2,N,2,5,J
4.1,F,2,N,2,6,P
4.1,F,2,N,2,7,S
4.1,F,2,N,2,8,R
4.1,F,2,N,2,9,P
4.1,F,2,N,2,10,S
4.1,F,2,N,2,11,S
4.1,F,2,N,2,12,S
4.1,F,2,N,2,13,R
4.1,F,2,N,2,14,S
4.1,F,2,N,2,15,R
4.1,F,2,N,2,16,S
4.1,F,2,N,2,17,P
4.1,F,2,N,2,18,S
4.1,F,2,N,2,19,S
4.1,F,2,N,2,20,P
4.1,F,2,N,2,21,S
4.1,F,2,N,2,22,S
4.1,F,2,N,2,23,S
4.1,F,2,N,2,24,S
4.1,F,2,N,2,25,R
4.1,F,2,N,2,26,P
4.1,F,2,N,2,27,S
4.1,F,2,N,2,28,S
4.1,F,2,N,2,29,R
4.1,F,2,N,2,30,S
4.1,F,2,N,2,31,CM
4.1,F,2,N,2,32,S
4.1,F,2,N,2,33,S
4.1,F,2,N,2,34,S
4.1,F,2,N,2,35,R
4.1,F,2,N,2,36,P
4.1,F,2,N,2,37,S
4.1,F,2,N,2,38,S
4.1,F,2,N,2,39,S
4.1,F,2,N,2,40,R
4.1,F,2,N,2,41,P
4.1,F,2,N,2,42,S
4.1,F,2,N,2,43,R
4.1,F,2,N,2,44,S
4.1,F,2,N,2,45,S
5.8,F,2,N,1,1,J
5.8,F,2,N,1,2,J
5.8,F,2,N,1,3,J
5.8,F,2,N,1,4,J
5.8,F,2,N,1,5,S
5.8,F,2,N,1,6,R
5.8,F,2,N,1,7,J
5.8,F,2,N,1,8,P
5.8,F,2,N,1,9,J
5.8,F,2,N,1,10,J
5.8,F,2,N,1,11,J
5.8,F,2,N,1,12,P
5.8,F,2,N,1,13,J
5.8,F,2,N,1,14,J
5.8,F,2,N,1,15,J
5.8,F,2,N,1,16,J
5.8,F,2,N,1,17,J
5.8,F,2,N,1,18,S
5.8,F,2,N,1,19,S
5.8,F,2,N,1,20,S
5.8,F,2,N,1,21,R
5.8,F,2,N,1,22,J
5.8,F,2,N,1,23,P
5.8,F,2,N,1,24,J
5.8,F,2,N,1,25,J
5.8,F,2,N,1,26,J
5.8,F,2,N,1,27,J
5.8,F,2,N,1,28,J
5.8,F,2,N,1,29,J
5.8,F,2,N,1,30,J
5.8,F,2,N,1,31,J
5.8,F,2,N,1,32,S
5.8,F,2,N,1,33,R
5.8,F,2,N,1,34,J
5.8,F,2,N,1,35,J
5.8,F,2,N,1,36,P
5.8,F,2,N,1,37,S
5.8,F,2,N,1,38,S
5.8,F,2,N,1,39,J
5.8,F,2,N,1,40,J
5.8,F,2,N,1,41,J
5.8,F,2,N,1,42,S
39.9,F,2,Y,2,1,J
39.9,F,2,Y,2,2,J
39.9,F,2,Y,2,3,J
39.9,F,2,Y,2,4,J
39.9,F,2,Y,2,5,J
39.9,F,2,Y,2,6,J
39.9,F,2,Y,2,7,J
39.9,F,2,Y,2,8,J
39.9,F,2,Y,2,9,J
39.9,F,2,Y,2,10,J
39.9,F,2,Y,2,11,J
39.9,F,2,Y,2,12,J
39.9,F,2,Y,2,13,J
39.9,F,2,Y,2,14,J
39.9,F,2,Y,2,15,J
39.9,F,2,Y,2,16,J
39.9,F,2,Y,2,17,J
39.9,F,2,Y,2,18,J
39.9,F,2,Y,2,19,J
39.9,F,2,Y,2,20,j
39.9,F,2,Y,2,21,J
39.9,F,2,Y,2,22,J
39.9,F,2,Y,2,23,J
39.9,F,2,Y,2,24,J
39.9,F,2,Y,2,25,J
39.9,F,2,Y,2,26,S
39.9,F,2,Y,2,27,J
39.9,F,2,Y,2,28,J
39.9,F,2,Y,2,29,J
39.9,F,2,Y,2,30,CM
39.9,F,2,Y,2,31,J
39.9,F,2,Y,2,32,J
39.9,F,2,Y,2,33,J
39.9,F,2,Y,2,34,J
39.9,F,2,Y,2,35,J
39.9,F,2,Y,2,36,S
39.9,F,2,Y,2,37,S
39.9,F,2,Y,2,38,S
39.9,F,2,Y,2,39,S
39.9,F,2,Y,2,40,S
39.9,F,2,Y,2,41,S
39.9,F,2,Y,2,42,R
13.1,F,2,N,2,1,P
13.1,F,2,N,2,2,TO
13.1,F,2,N,2,3,J
13.1,F,2,N,2,4,J
13.1,F,2,N,2,5,J
13.1,F,2,N,2,6,S
13.1,F,2,N,2,7,R
13.1,F,2,N,2,8,S
13.1,F,2,N,2,9,R
13.1,F,2,N,2,10,J
13.1,F,2,N,2,11,S
13.1,F,2,N,2,12,S
13.1,F,2,N,2,13,S
13.1,F,2,N,2,14,S
13.1,F,2,N,2,15,S
13.1,F,2,N,2,16,CM
13.1,F,2,N,2,17,S
13.1,F,2,N,2,18,R
13.1,F,2,N,2,19,J
13.1,F,2,N,2,20,S
13.1,F,2,N,2,21,S
13.1,F,2,N,2,22,S
13.1,F,2,N,2,23,J
13.1,F,2,N,2,24,J
13.1,F,2,N,2,25,J
13.1,F,2,N,2,26,S
13.1,F,2,N,2,27,S
13.1,F,2,N,2,28,R
13.1,F,2,N,2,29,S
13.1,F,2,N,2,30,R
13.1,F,2,N,2,31,S
13.1,F,2,N,2,32,R
13.1,F,2,N,2,33,J
13.1,F,2,N,2,34,J
13.1,F,2,N,2,35,J
13.1,F,2,N,2,36,S
13.1,F,2,N,2,37,J
13.1,F,2,N,2,38,S
13.1,F,2,N,2,39,P
13.1,F,2,N,2,40,S
13.1,F,2,N,2,41,R
13.1,F,2,N,2,42,S
13.1,F,2,N,2,43,R
13.1,F,2,N,2,44,S
13.1,F,2,N,2,45,R
